,name,films,tv_shows,short_films,allies,enemies,park_attractions,films_count,tv_shows_count,short_films_count,park_attractions_count,enemies_count,allies_count
0,Achilles,['Hercules (film)'],['Hercules (TV series)'],,,,,1,1,0,0,0,0
1,Abigail the Cow,"['The Fox and the Hound', 'The Fox and the Hound 2']",,,,,,2,0,0,0,0,0
2,Abdullah,['Cheetah'],,,,,,1,0,0,0,0,0
3,Admiral Boom and Mr. Binnacle,"['Mary Poppins (film)', 'Mary Poppins Returns']",,,,,,2,0,0,0,0,0
4,.GIFfany,,['Gravity Falls'],,,,,0,1,0,0,0,0
5,90's Adventure Bear,,['Pickle and Peanut'],,,,,0,1,0,0,0,0
6,Candace Adams,,['K.C. Undercover'],,,,,0,1,0,0,0,0
7,Ahadi,"['The Lion King', 'The Lion King (2019 film)']",,,,,,2,0,0,0,0,0
8,Al Muddy Sultan,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
9,Irwina Allen,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
10,Ambrose,"['The Robber Kitten', ""Mickey's Polo Team""]",,,,,,2,0,0,0,0,0
11,Amos,['Ben and Me'],,,,,,1,0,0,0,0,0
12,Arabella,,,,,,,0,0,0,0,0,0
13,Arabella Smith,,,,,,['Tortuga Tavern'],0,0,0,1,0,0
14,Queen Ariel,,['DuckTales'],,,,,0,1,0,0,0,0
15,Arthur and Cecil,,['Jungle Cubs'],,,,,0,1,0,0,0,0
16,Fiona Ashbury,,['Fillmore!'],,,,,0,1,0,0,0,0
17,Ashcan and Pete,['Homeward Bound II: Lost in San Francisco'],,,,,,1,0,0,0,0,0
18,Aspen,['Bedtime Stories'],,,,,,1,0,0,0,0,0
19,Astuto,,['The Lion Guard'],,,,,0,1,0,0,0,0
20,Athena,['Tomorrowland (film)'],,,,,,1,0,0,0,0,0
21,Aunt Em,['Return to Oz'],['Once Upon a Time'],,,,,1,1,0,0,0,0
22,Aviarius,,['Kim Possible'],,,,,0,1,0,0,0,0
23,Prince Axel,,,,,,,0,0,0,0,0,0
24,Butter Otter,,['PB&J Otter'],,,,,0,1,0,0,0,0
25,Baby Panda,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
26,Marta Balatico,,['Mackenzie Falls'],,,,,0,1,0,0,0,0
27,Mr. Baldwin,,['Fish Hooks'],,,,,0,1,0,0,0,0
28,Baloo,"['The Jungle Book', 'The Jungle Book 2', ""Rudyard Kipling's The Jungle Book"", ""The Jungle Book: Mowgli's Story"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'The Lion King 1½', 'Meet the Robinsons', 'The Jungle Book (2016 film)']","['The Mouse Factory', 'TaleSpin', 'Raw Toonage', 'Aladdin (TV series)', 'Jungle Cubs', 'House of Mouse', 'DuckTales (2017 series)']",,,,"['The Disney Afternoon Live!: Plane Crazy', ""Mickey's Magical TV World"", 'Fantasmic!', ""It's a Small World"", 'Mickey Mouse Revue', 'Celebrate a Dreams Come True Parade', ""Mickey's Jammin' Jungle Parade"", ""Mickey's Jingle Jungle Parade"", 'Disney Stars and Motorcars Parade', 'Parade of the Stars', 'World of Color', 'Mickey and the Wondrous Book', ""La Forêt de l'Enchantement: Une aventure musicale Disney"", 'Happily Ever After (fireworks show)']",9,7,0,14,0,0
29,Michael Banks,"['Mary Poppins (film)', 'Mary Poppins Returns']",,,,,,2,0,0,0,0,0
30,Banshee,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
31,Baron Blitz,,['Teamo Supremo'],,,,,0,1,0,0,0,0
32,Sir Bart,['The Sword in the Stone'],,,,,,1,0,0,0,0,0
33,Bernice Beachmont,,['Fillmore!'],,,,,0,1,0,0,0,0
34,Beardini the Pirate Magician,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
35,Beheaded Knight,['The Haunted Mansion (film)'],,,,,['The Haunted Mansion'],1,0,0,1,0,0
36,Alan Coleman,['Freaky Friday (2003 film)'],,,,,,1,0,0,0,0,0
37,Alma,,['Doc McStuffins'],,,,,0,1,0,0,0,0
38,Captain Amelia,['Treasure Planet'],,,,,,1,0,0,0,0,0
39,Amelia Duckworth,,,,,,,0,0,0,0,0,0
40,Captain Anderson,['The Cat from Outer Space'],,,,,,1,0,0,0,0,0
41,Erica Ange,,,,,,,0,0,0,0,0,0
42,Angela,,['Fish Hooks'],,,,,0,1,0,0,0,0
43,Anthony Biddle,['The Happiest Millionaire'],,,,,,1,0,0,0,0,0
44,Apaches,['Savage Sam'],,,,,,1,0,0,0,0,0
45,Apothecary Gary,,['Amphibia'],,,,,0,1,0,0,0,0
46,Aqua,,,,,,,0,0,0,0,0,0
47,Archibald Smelding,,,,,,['Tower of Terror'],0,0,0,1,0,0
48,Mr. Arrow,['Treasure Planet'],,,,,,1,0,0,0,0,0
49,Queen Athena,"[""The Little Mermaid: Ariel's Beginning"", 'The Little Mermaid (live-action film)']",,,,,,2,0,0,0,0,0
50,Aunt Gertie,"[""Mickey's Once Upon a Christmas""]",,,,,,1,0,0,0,0,0
51,Avatar Singh,,,,,,,0,0,0,0,0,0
52,Avemetrus,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
53,B-Dawg,"['Air Buddies', 'Snow Buddies', 'Space Buddies', 'Santa Buddies', 'Spooky Buddies', 'Treasure Buddies', 'Super Buddies']",,,,,,7,0,0,0,0,0
54,Baker,"['Cinderella II: Dreams Come True', 'Cinderella III: A Twist in Time']",,,,,,2,0,0,0,0,0
55,Princess Baldegunde,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
56,Barnaby,,"[""Dumbo's Circus""]",,,,,0,1,0,0,0,0
57,Jimmy Bartin,,['Good Luck Charlie'],,,,,0,1,0,0,0,0
58,Basuli,,['The Legend of Tarzan'],,,,,0,1,0,0,0,0
59,Nia Baxter-Carter,,"[""Raven's Home""]",,,,,0,1,0,0,0,0
60,Becky Gibson,"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",,,,,,1,0,0,0,0,0
61,Adonis,,['Hercules (TV series)'],,,,,0,1,0,0,0,0
62,Agent Gordon,,['Lab Rats'],,,,,0,1,0,0,0,0
63,Aggro,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
64,Ajay,,['The Proud Family'],,,,,0,1,0,0,0,0
65,Ajed Al-Gebraic,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
66,Al,,['Can You Teach My Alligator Manners?'],,,,,0,1,0,0,0,0
67,Al Muddy,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
68,Alan-A-Dale,['Robin Hood (film)'],"['House of Mouse', 'The Wonderful World of Mickey Mouse']",,,,['Garden of the Twelve Friends'],1,2,0,1,0,0
69,Alex Morrow,,['The Mighty Ducks: Game Changers'],,,,,0,1,0,0,0,0
70,Lorraine Almaden,,['Fillmore!'],,,,,0,1,0,0,0,0
71,Alonzo,"['101 Dalmatians (1996 film)', '102 Dalmatians']",,,,,,2,0,0,0,0,0
72,Amara,,['Elena of Avalor'],,,,,0,1,0,0,0,0
73,Anansi,,['Gargoyles'],,,,,0,1,0,0,0,0
74,Angelica,['Pirates of the Caribbean: On Stranger Tides'],,,,,"['World of Color', ""Mickey's Boo-to-You Halloween Parade""]",1,0,0,2,0,0
75,Angler,"[""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]",,,,,,2,0,0,0,0,0
76,Antonio Agama,,['Elena of Avalor'],,,,,0,1,0,0,0,0
77,Armstrong,,"['DuckTales', 'DuckTales (2017 series)']",,,,,0,2,0,0,0,0
78,Asteroth,,['Mighty Ducks (TV series)'],,,,,0,1,0,0,0,0
79,Audrey,['Home on the Range'],,['A Dairy Tale: The Three Little Pigs'],,,,1,0,1,0,0,0
80,Avión,,['Elena of Avalor'],,,,,0,1,0,0,0,0
81,Dr. Axoloti,,['TaleSpin'],,,,,0,1,0,0,0,0
82,Azurine,,['Sofia the First'],,,,,0,1,0,0,0,0
83,Babyfier,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,"[""Stitch's Great Escape!""]",1,2,0,1,0,0
84,Big Bad,,['Goldie & Bear'],,,,,0,1,0,0,0,0
85,Balthazar Cavendish,,"[""Milo Murphy's Law""]",,,,,0,1,0,0,0,0
86,Steve Barkin,['Kim Possible (film)'],['Kim Possible'],,,,,1,1,0,0,0,0
87,Barnaby,['Babes in Toyland'],,,,,,1,0,0,0,0,0
88,Bastion,['Tangled'],,,,,,1,0,0,0,0,0
89,Booker Carter,,"[""Raven's Home""]",,,,,0,1,0,0,0,0
90,Baylene,['Dinosaur'],,,,,,1,0,0,0,0,0
91,Ma Beagle,,"['DuckTales', 'DuckTales (2017 series)']",,,,,0,2,0,0,0,0
92,Zeke Beakerman,,['Wizards of Waverly Place'],,,,,0,1,0,0,0,0
93,Captain Candace Beakman,,['T.O.T.S.'],,,,,0,1,0,0,0,0
94,Jonah Beck,,['Andi Mack'],,,,,0,1,0,0,0,0
95,Becky Thatcher,['Tom and Huck'],,,,,['Tom Sawyer Island'],1,0,0,1,0,0
96,Belle,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
97,Aerosol,,['Pair of Kings'],,,,,0,1,0,0,0,0
98,Agatha,,['Jessie (TV series)'],,,,,0,1,0,0,0,0
99,Agent,['Bolt (film)'],,,,,,1,0,0,0,0,0
100,Albert Awol,,,,,,"['Jungle Cruise', 'Skipper Canteen']",0,0,0,2,0,0
101,Alex,['The Little Mermaid II: Return to the Sea'],,,,,,1,0,0,0,0,0
102,Alexander and Terry,,['Big City Greens'],,,,,0,1,0,0,0,0
103,Ali,"['Beverly Hills Chihuahua 2', 'Beverly Hills Chihuahua 3: Viva la Fiesta']",,,,,,2,0,0,0,0,0
104,Allie Henderson,"[""I'll Be Home for Christmas""]",,,,,,1,0,0,0,0,0
105,"Queen Amena, Sparkly Queen of the World",,['Doc McStuffins'],,,,,0,1,0,0,0,0
106,Roxanne Andrews,['Let It Shine'],,,,,,1,0,0,0,0,0
107,Andromeda,,['Hercules: The Animated Series'],,,,,0,1,0,0,0,0
108,Angel Donald,['Flubber'],,"[""Donald's Better Self"", ""Donald's Decision""]",,,,1,0,2,0,0,0
109,Anne Boonchuy,,['Amphibia'],,,,,0,1,0,0,0,0
110,Appoline,['Beverly Hills Chihuahua 2'],,,,,,1,0,0,0,0,0
111,Artemis,['Hercules'],['Hercules (TV series)'],,,,,1,1,0,0,0,0
112,The Ashleys,"[""Recess: School's Out"", 'Recess: Taking the Fifth Grade', 'Recess: All Growed Down']",['Recess'],,,,,3,1,0,0,0,0
113,Baker,['Into the Woods'],,,,,,1,0,0,0,0,0
114,Balsam,,,"['Morris, the Midget Moose']",,,,0,0,1,0,0,0
115,Barko,,,,,,,0,0,0,0,0,0
116,The Baron,,['Tangled: The Series'],,,,,0,1,0,0,0,0
117,Bear,['A Goofy Movie'],,"['The Bears and Bees', 'The Pointer', 'Good Scouts', 'Dumbell of the Yukon', ""Donald's Vacation"", 'Little Hiawatha', 'Primitive Pluto']",,,,1,0,7,0,0,0
118,"Herbert P. Bear, Esquire",,,,,,,0,0,0,0,0,0
119,Bella the Ballerina,,"['Doc McStuffins', 'The Doc Files']",,,,,0,2,0,0,0,0
120,A.J. Arno,"['The Computer Wore Tennis Shoes', ""Now You See Him, Now You Don't"", 'The Strongest Man in the World']",,,,,,3,0,0,0,0,0
121,A.R.F.,,['Puppy Dog Pals'],,,,,0,1,0,0,0,0
122,Adelbert,"[""Mickey's Good Deed""]",,,,,,1,0,0,0,0,0
123,Ajax the Gorilla,"[""Mickey's House of Villains""]",['Mickey Mouse Works'],"['Donald Duck and the Gorilla', 'Duck Pimples']",,,,1,1,2,0,0,0
124,Aladdin,"['Aladdin (film)', 'The Return of Jafar', 'Aladdin and the King of Thieves', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'The Lion King 1½', 'Once Upon a Halloween', 'Descendants 2', 'Aladdin (2019 film)', 'Aladdin 2 (live-action film)']","['Aladdin (TV series)', 'Hercules (TV series)', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time']",,,,"[""Mickey's PhilharMagic"", ""Mickey's Soundsational Parade"", ""It's a Small World"", 'World of Color', 'Fantasmic!', ""Mickey's Boo-to-You Halloween Parade"", ""Mickey's Once Upon a Christmastime Parade"", ""Aladdin's Royal Caravan"", 'A Christmas Fantasy Parade', 'Mickey and the Wondrous Book', 'Golden Fairytale Fanfare', 'Voyage to the Crystal Grotto', 'Happily Ever After (fireworks show)', 'Wishes', 'Remember... Dreams Come True']",10,5,0,15,0,0
125,Aletta,,,,,,"[""Soarin'""]",0,0,0,1,0,0
126,Alice,['Alice Comedies'],,,,,,1,0,0,0,0,0
127,Alligators,"['Fantasia', ""Mickey's Twice Upon a Christmas""]",['House of Mouse'],,,,,2,1,0,0,0,0
128,Allison,['Hocus Pocus'],,,,,,1,0,0,0,0,0
129,Amicus Arcane,,,,,,,0,0,0,0,0,0
130,Amphitrite,,['Hercules (TV series)'],,,,,0,1,0,0,0,0
131,Andre's Cats,,['Quack Pack'],,,,,0,1,0,0,0,0
132,Andrew Jacoby,['The Princess Diaries 2: Royal Engagement'],,,,,,1,0,0,0,0,0
133,Anga,,['The Lion Guard'],,,,,0,1,0,0,0,0
134,Annie,"['Our Huge Adventure', ""Rocket's Firebird Rescue""]",['Little Einsteins'],,,,"['Disney Junior - Live on Stage!', ""Disney's Hollywood Studios""]",2,1,0,2,0,0
135,Archimedes,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
136,Ashley A.,"[""Recess: School's Out"", 'Recess: Taking the Fifth Grade', 'Recess: All Growed Down']",['Recess'],,,,,3,1,0,0,0,0
137,Artemis Fowl II,['Artemis Fowl'],,,,,,1,0,0,0,0,0
138,Arthur,['Ralph Breaks the Internet'],,,,,,1,0,0,0,0,0
139,Nigel Ashcroft,,['W.I.T.C.H. (TV series)'],,,,,0,1,0,0,0,0
140,Vivian Ashe,"['Beverly Hills Chihuahua', 'Beverly Hills Chihuahua 2']",,,,,,2,0,0,0,0,0
141,Athos,['The Three Musketeers'],,,,,,1,0,0,0,0,0
142,Atka,['Brother Bear 2'],,,,,,1,0,0,0,0,0
143,The Auctioneer,['The Small One'],,,,,,1,0,0,0,0,0
144,Baileywick,['Sofia the First: Once Upon a Princess'],['Sofia the First'],,,,,1,1,0,0,0,0
145,Bandar-log,"['The Jungle Book', 'The Jungle Book 2', ""Rudyard Kipling's The Jungle Book"", 'The Jungle Book (2016 film)']","['TaleSpin', 'Jungle Cubs', 'House of Mouse', 'Mickey Mouse (TV series)']",,,,,4,4,0,0,0,0
146,Banshee,,['Gargoyles'],,,,,0,1,0,0,0,0
147,Franklin Barkin,,['Kim Possible'],,,,,0,1,0,0,0,0
148,Teddi Barra,,,,,,"['Country Bear Jamboree', 'Country Bear Vacation Hoedown', 'Country Bear Christmas Special']",0,0,0,3,0,0
149,Beary Barrington,['The Country Bears'],,,,,,1,0,0,0,0,0
150,Basil,,['Johnny and the Sprites'],,,,,0,1,0,0,0,0
151,Belinda Casey,['White Fang'],,,,,,1,0,0,0,0,0
152,Dr. Ben Kendall,['G-Force'],,,,,,1,0,0,0,0,0
153,Aliens,['Chicken Little (film)'],,,,,,1,0,0,0,0,0
154,Andrew,,['Tangled: The Series'],,,,,0,1,0,0,0,0
155,André,['Planes: Fire & Rescue'],,,,,,1,0,0,0,0,0
156,Angela,,['Jessie (TV series)'],,,,,0,1,0,0,0,0
157,Apollo,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
158,Bonnie Appetite,,,,,,['Kitchen Kabaret'],0,0,0,1,0,0
159,Wheely Applegate,['Herbie Goes to Monte Carlo'],,,,,,1,0,0,0,0,0
160,Armadylan,,['PJ Masks'],,,,,0,1,0,0,0,0
161,King Arthur,,['Legend of the Three Caballeros'],,,,,0,1,0,0,0,0
162,Astoroth,['Bedknobs and Broomsticks'],,,,,,1,0,0,0,0,0
163,Aunt Spiker,['James and the Giant Peach'],,,,,,1,0,0,0,0,0
164,Aunt Stacy,,['Lilo & Stitch: The Series'],,,,,0,1,0,0,0,0
165,Aunt Tilly,,['Sofia the First'],,,,,0,1,0,0,0,0
166,Captain Aurora Mayflower,,,,,,,0,0,0,0,0,0
167,Axel,,['Tangled: The Series'],,,,,0,1,0,0,0,0
168,B.E.V.,['Ralph Breaks the Internet'],,,,,['Ralph Breaks VR'],1,0,0,1,0,0
169,Baboons,"['Tarzan', 'Tarzan II']",['The Legend of Tarzan'],,,,,2,1,0,0,0,0
170,Backhoe,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
171,Baljeet Tjinder,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],,,,,1,1,0,0,0,0
172,Baltus Van Tassel,['The Adventures of Ichabod and Mr. Toad'],,,,,,1,0,0,0,0,0
173,The Bandersnatch,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",['Once Upon a Time in Wonderland'],,,,,2,1,0,0,0,0
174,George Banks,"['Mary Poppins (film)', 'Saving Mr. Banks', 'Mary Poppins Returns']",,,,,,3,0,0,0,0,0
175,Mr. Bannister,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
176,Hector Barbossa,"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End"", 'Pirates of the Caribbean: On Stranger Tides', 'Pirates of the Caribbean: Dead Men Tell No Tales']",,,,,"['Pirates of the Caribbean (ride)', ""Mickey's Boo-to-You Halloween Parade"", ""A Pirate's Adventure: Treasures of the Seven Seas"", 'Pirates Summer Battle ""Get Wet!""', 'Fantasmic!']",5,0,0,5,0,0
177,Baron Von Rocha,,['Sofia the First'],,,,,0,1,0,0,0,0
178,Beach Ball Grandpappy,,['Penn Zero: Part-Time Hero'],,,,,0,1,0,0,0,0
179,Bebe,,['Kim Possible'],,,,['Kim Possible World Showcase Adventure'],0,1,0,1,0,0
180,Ted Bedderhead,['The Country Bears'],,,,,,1,0,0,0,0,0
181,Beevilweevils,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
182,Belle's Suitors,['Beauty and the Beast (1991 film)'],,,,,,1,0,0,0,0,0
183,Abraxas,,,,,,,0,0,0,0,0,0
184,Achilles,"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",,,,,,2,0,0,0,0,0
185,Abigail Markham,,['The Legend of Tarzan'],,,,,0,1,0,0,0,0
186,Abuelita,,['Gravity Falls'],,,,,0,1,0,0,0,0
187,AC and DC,,['Big Hero 6: The Series'],,,,,0,1,0,0,0,0
188,Professor Acari,,['Kim Possible'],,,,,0,1,0,0,0,0
189,King Agnarr,"['Frozen', 'Ralph Breaks the Internet', 'Frozen II']",['Once Upon a Time'],"[""Olaf's Frozen Adventure""]",,,['Frozen: Live at the Hyperion'],3,1,1,1,0,0
190,Air Bud,"['Air Bud', 'Air Bud: Golden Receiver', 'Air Bud: World Pup', 'Air Bud: Seventh Inning Fetch', 'Air Bud: Spikes Back', 'Air Buddies', 'Snow Buddies', 'Space Buddies', 'Santa Buddies', 'Ralph Breaks the Internet']",,,,,,10,0,0,0,0,0
191,Uncle Albert,['Mary Poppins (film)'],,,,,,1,0,0,0,0,0
192,Allie,,"[""Where's My Water?: Swampy's Underground Adventures""]",,,,,0,1,0,0,0,0
193,Alucard Van Heusen,,['Wizards of Waverly Place'],,,,,0,1,0,0,0,0
194,Amity Blight,,['The Owl House'],,,,,0,1,0,0,0,0
195,Amnesio,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,"[""Stitch's Great Escape!""]",1,2,0,1,0,0
196,Andrea Framm,"['Air Bud', 'Air Bud: Golden Receiver', 'Air Bud: World Pup', 'Air Bud: Seventh Inning Fetch', 'Air Bud: Spikes Back', 'Air Buddies']",,,,,,6,0,0,0,0,0
197,Angel,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,"['Fantasmic!', ""Stitch's Great Escape!"", ""Halloween Pop'n LIVE""]",1,2,0,3,0,0
198,Angus,['Mary Poppins Returns'],,,,,,1,0,0,0,0,0
199,Anon,,,,,,,0,0,0,0,0,0
200,Antoinette,,['Quack Pack'],,,,,0,1,0,0,0,0
201,Apollo,['Hercules (film)'],['Hercules (TV series)'],,,,,1,1,0,0,0,0
202,Queen Arianna,"['Tangled', 'Tangled: Before Ever After']","['Once Upon a Time', 'Tangled: The Series']","['Tangled Ever After', 'Hare Peace']",,,"['Celebrate the Magic', 'Jingle Bell, Jingle BAM!']",2,2,2,2,0,0
203,Athena,['Kim Possible (film)'],['Kim Hushable'],,,,,1,1,0,0,0,0
204,B.R.A.W.N.,,['Mighty Ducks (TV series)'],,,,,0,1,0,0,0,0
205,Baby Thaddeus,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
206,Bad-7,,,,,,,0,0,0,0,0,0
207,Bahuka,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
208,Bambi,"['Bambi (film)', 'Bambi II', 'Perri', 'The Rescuers', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'A Goofy Movie', 'The Reluctant Dragon', 'Zootopia', 'Ralph Breaks the Internet', 'Bambi (live-action film)']","['House of Mouse', 'A Poem Is...', 'Mickey Mouse (TV series)']",['No Hunting'],,,"[""It's a Small World"", 'Fantasmic!', 'World of Color', 'Celebrate the Magic', 'Main Street Electrical Parade', 'Jingle Bell, Jingle BAM!']",11,3,1,6,0,0
209,Bandito Gang,,,,,,"['Western River Expedition', 'World of Motion']",0,0,0,2,0,0
210,The Barker Bird,,,,,,['Pirates of the Caribbean'],0,0,0,1,0,0
211,Basi,,['The Lion Guard'],,,,,0,1,0,0,0,0
212,Beetleworx,,,,,,,0,0,0,0,0,0
213,Mayor Befufftlefumpter,,['Gravity Falls'],,,,,0,1,0,0,0,0
214,Belinda,['Air Buddies'],,,,,,1,0,0,0,0,0
215,Belle's Sisters,['Beauty and the Beast (1991 film)'],,,,,,1,0,0,0,0,0
216,Able,,['Tron: Uprising'],,,,,0,1,0,0,0,0
217,'Olu Mel,,,,,,,0,0,0,0,0,0
218,Agent E,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
219,Alberto and Antonio,['Beverly Hills Chihuahua 2'],,,,,,1,0,0,0,0,0
220,Allan-a-Dale,['The Story of Robin Hood and His Merrie Men'],,,,,,1,0,0,0,0,0
221,Amigo,,,,,,,0,0,0,0,0,0
222,Aminifu,,['The Lion Guard'],,,,,0,1,0,0,0,0
223,Andres Padillo,['Upside-Down Magic'],,,,,,1,0,0,0,0,0
224,Anna Petterson,,['Tower of Terror (film)'],,,,,0,1,0,0,0,0
225,Antie,"['Honey, I Shrunk the Kids']",,,,,"['Honey, I Shrunk the Kids: Movie Set Adventure']",1,0,0,1,0,0
226,Apatosaurus,"['Fantasia', 'The Good Dinosaur']","['The Little Mermaid (TV series)', 'The Legend of Tarzan']",,,,"['Ford Magic Skyway', 'Primeval World', 'Universe of Energy']",2,2,0,3,0,0
227,Aphrodite,['Hercules (film)'],['Hercules (TV series)'],,,,,1,1,0,0,0,0
228,Aphroducky,,['DuckTales'],,,,,0,1,0,0,0,0
229,Aquarianne,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
230,Artemis Fowl I,['Artemis Fowl'],,,,,,1,0,0,0,0,0
231,Artie Smalls,,['Liv & Maddie'],,,,,0,1,0,0,0,0
232,King Augustus,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
233,Aunt Em,"[""The Muppets' Wizard of Oz""]",,,,,,1,0,0,0,0,0
234,General Shirley B. Awesome,,['Penn Zero: Part-Time Hero'],,,,,0,1,0,0,0,0
235,Baampu,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
236,Backson,['Winnie the Pooh (film)'],,,,,,1,0,0,0,0,0
237,Bartholomew,['The Great Mouse Detective'],,,,,,1,0,0,0,0,0
238,Bat Queen,,['The Owl House'],,,,,0,1,0,0,0,0
239,Cory Baxter,,"[""That's So Raven"", 'Cory in the House']",,,,,0,2,0,0,0,0
240,Tanya Baxter,,"[""That's So Raven"", ""Raven's Home""]",,,,,0,2,0,0,0,0
241,Beagle Boys,"[""Mickey's Once Upon a Christmas"", 'Mickey, Donald, Goofy: The Three Musketeers']","['DuckTales', 'Darkwing Duck', 'Goof Troop', 'Bonkers', 'Quack Pack', 'Mickey Mouse (TV series)', 'DuckTales (2017 series)', 'The Wonderful World of Mickey Mouse']","['Sport Goofy in Soccermania', 'Swabbies']",,,,2,8,2,0,0,0
242,Boom-Boom Beagle,,['DuckTales'],,,,,0,1,0,0,0,0
243,Eega Beeva,,,,,,,0,0,0,0,0,0
244,Abuelito,,['Handy Manny'],,,,,0,1,0,0,0,0
245,Belle,"['Beauty and the Beast (1991 film)', 'Beauty and the Beast: The Enchanted Christmas', ""Beauty and the Beast: Belle's Magical World"", 'The Hunchback of Notre Dame', ""Belle's Tales of Friendship"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Lion King 1½', ""Mickey's House of Villains"", 'Enchanted', 'Descendants', 'Beauty and the Beast (2017 film)', 'Descendants 2', 'Ralph Breaks the Internet', 'Descendants 3']","['Sing Me a Story with Belle', 'House of Mouse', 'Once Upon a Time', 'A Poem Is...', 'Sofia the First', 'Mickey Mouse (TV series)', 'Elena of Avalor', 'At Home With Olaf']",,,,"['Fantasmic!', 'Enchanted Tales with Belle', ""Mickey's Soundsational Parade"", ""Walt Disney's Parade of Dreams"", 'World of Color', ""Mickey's Once Upon a Christmastime Parade"", 'The Golden Mickeys', 'Celebrate a Dreams Come True Parade', 'A Christmas Fantasy Parade', 'Jubilation!', 'Festival of Fantasy Parade', 'Parade of the Stars', 'Paint the Night', 'Mickey and the Magician', 'Wonderful World of Animation']",14,8,0,15,0,0
246,Prince Achmed,"['Aladdin (film)', 'Aladdin (2019 film)']",['Once Upon a Time'],,,,,2,1,0,0,0,0
247,Ada,,['Tron: Uprising'],,,,,0,1,0,0,0,0
248,Adelbert's Father,,,"[""Mickey's Good Deed""]",,,,0,0,1,0,0,0
249,Agent K,,['The Replacements'],,,,,0,1,0,0,0,0
250,Ajabu,,['The Lion Guard'],,,,,0,1,0,0,0,0
251,The Altos,,['The Proud Family'],,,,,0,1,0,0,0,0
252,Di Amara,,['Big Hero 6: The Series'],,,,,0,1,0,0,0,0
253,Angela,,['Gargoyles'],,,,,0,1,0,0,0,0
254,Angelique,"['Beauty and the Beast: The Enchanted Christmas', ""Mickey's Once Upon a Christmas""]",,,,,['Be Our Guest Restaurant'],2,0,0,1,0,0
255,"Anthropomorphic ""Drink Me"" Bottle",['Alice in Wonderland (1951 film)'],,,,,,1,0,0,0,0,0
256,Aramis,['The Three Musketeers'],,,,,,1,0,0,0,0,0
257,Archdeacon,"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",,,,,,2,0,0,0,0,0
258,Archimedes,['The Sword in the Stone'],"['House of Mouse', 'Once Upon a Time', 'Sofia the First']",,,,,1,3,0,0,0,0
259,Ares,['Hercules'],['Hercules (TV series)'],,,,,1,1,0,0,0,0
260,Armoured Cards,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",,,,,"['Alice in Wonderland Maze', 'The Nightmare Experiment']",2,0,0,2,0,0
261,Artie Deco,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
262,Aunt Sponge,['James and the Giant Peach'],,,,,,1,0,0,0,0,0
