,name,films,tv_shows,short_films,allies,enemies,park_attractions,films_count,tv_shows_count,short_films_count,park_attractions_count,enemies_count,allies_count
6093,Sharma,['Disney Princess Enchanted Tales: Follow Your Dreams'],,,,,,1,0,0,0,0,0
6094,Sheriff Bob,"['Air Bud: World Pup', 'Air Bud: Seventh Inning Fetch', 'Air Bud: Spikes Back', 'Air Buddies', 'Santa Buddies', 'Spooky Buddies', 'Treasure Buddies', 'Super Buddies']",,,,,,8,0,0,0,0,0
6095,Sally Shine,['Tower of Terror (film)'],,,,,['The Twilight Zone Tower of Terror'],1,0,0,1,0,0
6096,Flint Shrubwood,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
6097,Shrunken Ned,,,,,,"[""Shrunken Ned's Junior Jungle Boats"", 'Adventureland Bazaar', 'Skipper Canteen', ""Trader Sam's""]",0,0,0,4,0,0
6098,Sista Spice,,['The Proud Family'],,,,,0,1,0,0,0,0
6099,The Skeleton King,,['Super Robot Monkey Team Hyperforce Go!'],,,,,0,1,0,0,0,0
6100,Priscilla Skunk,,"[""Sheriff Callie's Wild West""]",,,,,0,1,0,0,0,0
6101,The Sleuth,,,,,,,0,0,0,0,0,0
6102,Slickwell,,['Sofia the First'],,,,,0,1,0,0,0,0
6103,Sneaky Patty,,['Pickle and Peanut'],,,,,0,1,0,0,0,0
6104,Mr. Snoops,"['The Rescuers', ""Mickey's House of Villains""]",['House of Mouse'],,,,,2,1,0,0,0,0
6105,Snowball,['The Hunchback of Notre Dame'],,,,,,1,0,0,0,0,0
6106,Mr. Spanks,,"[""Gamer's Guide to Pretty Much Everything""]",,,,,0,1,0,0,0,0
6107,Ivanod Spigot,,['TaleSpin'],,,,,0,1,0,0,0,0
6108,Spike,['Homeward Bound II: Lost in San Francisco'],,,,,,1,0,0,0,0,0
6109,Spot,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
6110,Sprite,['Fantasia 2000'],,,,,"['World of Color', 'Jubilation!']",1,0,0,2,0,0
6111,Spy,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
6112,Squeak,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,,1,2,0,0,0,0
6113,Eli Squinch,,,,,,,0,0,0,0,0,0
6114,Lady Starblaster,,['Penn Zero: Part-Time Hero'],,,,,0,1,0,0,0,0
6115,Steven,,['101 Dalmatians: The Series'],,,,,0,1,0,0,0,0
6116,Sugar Rush Racers,"['Wreck-It Ralph (film)', 'Ralph Breaks the Internet']",,,,,"[""Mickey's Boo-to-You Halloween Parade""]",2,0,0,1,0,0
6117,Sultan Pasta Al-Dente,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
6118,Lazy Susan,,['Gravity Falls'],,,,,0,1,0,0,0,0
6119,Sweet Pea,['The Pirate Fairy'],,,,,,1,0,0,0,0,0
6120,Tall Flowers,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",,,,,,2,0,0,0,0,0
6121,Siena,,['Hannah Montana'],,,,,0,1,0,0,0,0
6122,The Sing-Songbird,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
6123,Amos Slade,"['The Fox and the Hound', 'The Fox and the Hound 2']",,,,,['Main Street Electrical Parade'],2,0,0,1,0,0
6124,Slime Nega Duck,,,,,,,0,0,0,0,0,0
6125,John Smith,"['Pocahontas (film)', 'Pocahontas II: Journey to a New World']","['House of Mouse', 'A Poem Is...']",,,,"['Fantasmic!', 'World of Color', 'The Golden Mickeys', 'The Spirit of Pocahontas', 'Pocahontas Spectacular', 'The Forest of Enchantment: A Disney Musical Adventure']",2,2,0,6,0,0
6126,Snitch,,['Bonkers'],,,,,0,1,0,0,0,0
6127,Sofia the First,"['Sofia the First: Once Upon a Princess', 'Elena and the Secret of Avalor']","['Sofia the First', 'Elena of Avalor']",,,,,2,2,0,0,0,0
6128,Spencer Moseby,,['The Suite Life of Zack & Cody'],,,,,0,1,0,0,0,0
6129,Spot Chicken,,['101 Dalmatians: The Series'],,,,,0,1,0,0,0,0
6130,Sri Sumbhajee Angria,"[""Pirates of the Caribbean: At World's End""]",,,,,,1,0,0,0,0,0
6131,Trixie,['The Country Bears'],,,,,"['Country Bear Jamboree', 'Country Bear Christmas Special', 'Country Bear Vacation Hoedown']",1,0,0,3,0,0
6132,Steggy,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
6133,Stella Peck,['The Game Plan'],,,,,,1,0,0,0,0,0
6134,Stella Starbella,,['Wander Over Yonder'],,,,,0,1,0,0,0,0
6135,Mrs. Stoppable,['Kim Possible: A Sitch in Time'],['Kim Possible'],,,,,1,1,0,0,0,0
6136,Chalky Studebaker,"[""Doug's 1st Movie""]","[""Disney's Doug""]",,,,,1,1,0,0,0,0
6137,Dave Stutler,"[""The Sorcerer's Apprentice (film)""]",,,,,,1,0,0,0,0,0
6138,Sugracha the Eternal,,['Tangled: The Series'],,,,,0,1,0,0,0,0
6139,Sheelah Sugrue,"[""Darby O'Gill and the Little People""]",,,,,,1,0,0,0,0,0
6140,Weatherby Swann,"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]",,,,,,3,0,0,0,0,0
6141,Syrena,['Pirates of the Caribbean: On Stranger Tides'],,,,,['World of Color'],1,0,0,1,0,0
6142,Wayne Szalinski,"['Honey, I Shrunk the Kids', 'Honey, I Blew Up the Kid', 'Honey, We Shrunk Ourselves', 'Shrunk']","['Honey, I Shrunk the Kids: The TV Show']",,,,"['Honey, I Shrunk the Audience']",4,1,0,1,0,0
6143,Talking Zebra,['Phineas and Ferb the Movie: Across the 2nd Dimension'],"['Phineas and Ferb', 'Take Two with Phineas and Ferb']",,,,,1,2,0,0,0,0
6144,Talon,,['Gargoyles'],,,,,0,1,0,0,0,0
6145,Singing Geese,,,,,,"['America Sings', 'Splash Mountain']",0,0,0,2,0,0
6146,Skellig Ro,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
6147,Sally,['The Nightmare Before Christmas'],,,,,"['Haunted Mansion Holiday', 'Frightfully Fun Parade', 'Jingle Bell, Jingle BAM!']",1,0,0,3,0,0
6148,Slaying Mantis,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
6149,Slink,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
6150,Joaquin Slowly,,['DuckTales'],,,,,0,1,0,0,0,0
6151,SMRT-1,,,,,,['CommuniCore'],0,0,0,1,0,0
6152,Timothy Smythe,,['The Proud Family'],,,,,0,1,0,0,0,0
6153,Snafu,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
6154,Snake,,['Fish Hooks'],,,,,0,1,0,0,0,0
6155,Spaniard's crew,['Pirates of the Caribbean: On Stranger Tides'],,,,,,1,0,0,0,0,0
6156,Sergeant Spinelli,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
6157,The Spirits,['Frozen II'],,,,,,1,0,0,0,0,0
6158,Splodyhead,"['Leroy & Stitch', 'Big Hero 6']","['Lilo & Stitch: The Series', 'Stitch!']",,,,,2,2,0,0,0,0
6159,Steamer Captain,['Around the World in 80 Days'],,,,,,1,0,0,0,0,0
6160,Stinky,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
6161,Stitches,['Sky High'],,,,,,1,0,0,0,0,0
6162,Mr. Stoppable,['Kim Possible: A Sitch in Time'],['Kim Possible'],,,,,1,1,0,0,0,0
6163,Pony Sugrue,"[""Darby O'Gill and the Little People""]",,,,,,1,0,0,0,0,0
6164,Sunny Singh,,,,,,,0,0,0,0,0,0
6165,Swifty La Rue,,,,,,['Superstar Limo'],0,0,0,1,0,0
6166,Christopher Syn,['The Scarecrow of Romney Marsh'],,,,,,1,0,0,0,0,0
6167,Tamatoa,"['Moana (film)', 'Ralph Breaks the Internet']","['Moana, The Series']",,,,"['Moana: A Homecoming Celebration', 'Wonderful World of Animation']",2,1,0,2,0,0
6168,Sheriff Callie,,"[""Sheriff Callie's Wild West""]",,,,,0,1,0,0,0,0
6169,Sheriff Gomer Cleghorn and Deputy Wendell,,['TaleSpin'],,,,,0,1,0,0,0,0
6170,Sherman,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
6171,Shorty Hollow,,['Quack Pack'],,,,,0,1,0,0,0,0
6172,Silas Sinister,['Return to Halloweentown'],,,,,,1,0,0,0,0,0
6173,Chanel Simmons,"['The Cheetah Girls', 'The Cheetah Girls 2', 'The Cheetah Girls: One World', 'Hannah Montana: The Movie']","['The Suite Life of Zack & Cody', ""That's So Raven"", ""Raven's Home""]",,,,['Disneyland Paris'],4,3,0,1,0,0
6174,Skippy,,,,,,"['ExtraTERRORestrial Alien Encounter', ""Stitch's Great Escape!""]",0,0,0,2,0,0
6175,Slick,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
6176,Slink's Mother,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
6177,Snazzy Shazam,,['The 7D'],,,,,0,1,0,0,0,0
6178,Snow White,"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit', 'Aladdin and the King of Thieves', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'The Lion King 1½', 'Descendants', 'Ralph Breaks the Internet', 'Frozen II']","['Walt Disney anthology series', 'The Mouse Factory', 'Snow White and the Seven Dwarfs (musical)', 'Mickey Mouse Works', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Sofia the First', 'Mickey Mouse (TV series)']",['Electric Holiday'],,,"[""Snow White's Scary Adventures"", 'Fantasmic!', 'Dream Along With Mickey', 'World of Color', 'Cinderella Castle Mystery Tour', ""Walt Disney's Parade of Dreams"", ""Mickey's Soundsational Parade"", 'Main Street Electrical Parade', 'SpectroMagic', 'Snow White Grotto', 'Celebrate a Dreams Come True Parade', 'Disney Stars and Motorcars Parade', ""Mickey's Boo-to-You Halloween Parade"", ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'The Golden Mickeys', 'Seven Dwarfs Mine Train', 'Princess Fairytale Hall', 'Festival of Fantasy Parade', 'Parade of the Stars', 'Once Upon a Time Adventure', 'Golden Fairytale Fanfare', 'Happily Ever After', ""Snow White's Enchanted Wish""]",9,9,1,24,0,0
6179,Society of Explorers and Adventurers,,,,,,"['Tower of Terror (attraction)', 'Mystic Manor', 'Miss Adventure Falls', 'Big Thunder Mountain Railroad', 'Jungle Cruise', ""Soarin'"", 'Jungle River Cruise: Curse of the Emerald Trinity']",0,0,0,7,0,0
6180,Sootinai,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
6181,Sora,,['Gargoyles'],,,,,0,1,0,0,0,0
6182,Sparky,"['Stitch! The Movie', 'Leroy & Stitch']","['Lilo & Stitch: The Series', 'Stitch!']",,,,,2,2,0,0,0,0
6183,Spencer Walsh,,['Good Luck Charlie'],,,,,0,1,0,0,0,0
6184,Spike,"['Secret of the Wings', 'The Pirate Fairy']",,,,,,2,0,0,0,0,0
6185,Spink,['Cinderella (1950 film)'],,,,,,1,0,0,0,0,0
6186,Spinster,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
6187,Spirit of the Lamp,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
6188,Splatter Phoenix,,['Darkwing Duck'],,,,,0,1,0,0,0,0
6189,Sprites,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
6190,Sproutling,,['Stitch!'],,,,,0,1,0,0,0,0
6191,Ms. Spudinski,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
6192,Stains,,['Liv & Maddie'],,,,,0,1,0,0,0,0
6193,Stanley Griff,"[""Stanley's Dinosaur Round-Up""]",['Stanley (TV series)'],,,,['Playhouse Disney: Live on Stage'],1,1,0,1,0,0
6194,Sir Brad Starlight,,['Wander Over Yonder'],,,,,0,1,0,0,0,0
6195,King Stefan,"['Sleeping Beauty', 'Disney Princess Enchanted Tales: Follow Your Dreams', 'Maleficent (film)']",['Once Upon a Time'],,,,,3,1,0,0,0,0
6196,Stevens,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
6197,Sugar Cookie Girl,,,['The Cookie Carnival'],,,,0,0,1,0,0,0
6198,Super Computer,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
6199,Surge Protector,"['Wreck-It Ralph (film)', 'Ralph Breaks the Internet']",,,,,,2,0,0,0,0,0
6200,Swifty,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
6201,Shark,,['Quack Pack'],,,,,0,1,0,0,0,0
6202,Mrs. Sheep,,,['Lambert the Sheepish Lion'],,,,0,0,1,0,0,0
6203,Shellsea,,['Fish Hooks'],,,,,0,1,0,0,0,0
6204,Sigmund and Lloyd,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
6205,Silver,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
6206,Skeleton Pillager,,,,,,"['Pirates of the Caribbean (attraction)', 'Pirates of the Caribbean: Battle for the Sunken Treasure']",0,0,0,2,0,0
6207,Skeleton Pirate Captain,['Pirates of the Caribbean: On Stranger Tides'],,,,,['Pirates of the Caribbean (attraction)'],1,0,0,1,0,0
6208,Dr. Sleevemore,,"[""That's So Raven"", ""Raven's Home""]",,,,,0,2,0,0,0,0
6209,Slushy,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,"[""Stitch's Great Escape!""]",1,2,0,1,0,0
6210,Smolder the Bear,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
6211,Smorgie,,,,,,,0,0,0,0,0,0
6212,Wizard,,['Walt Disney anthology series'],,,,,0,1,0,0,0,0
6213,Sparky,['Frankenweenie'],,['Frankenweenie (short)'],,,,1,0,1,0,0,0
6214,Sprites,,['Goldie & Bear'],,,,,0,1,0,0,0,0
6215,Squibbles,,['Doc McStuffins'],,,,,0,1,0,0,0,0
6216,Squid,['Holes'],,,,,,1,0,0,0,0,0
6217,Stan Woozle and Heff Heffalump,,['The New Adventures of Winnie the Pooh'],,,,,0,1,0,0,0,0
6218,Arthur Stanhope,['George of the Jungle'],,,,,,1,0,0,0,0,0
6219,Steel Toe,,,,,,,0,0,0,0,0,0
6220,Mrs. Steinmetz,['Herbie Rides Again'],,,,,,1,0,0,0,0,0
6221,Stormy,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
6222,Stanley Strazinski,,['Mighty Ducks (TV series)'],,,,,0,1,0,0,0,0
6223,Sunflower,['Fantasia'],,,,,,1,0,0,0,0,0
6224,Supervisor,['Mars Needs Moms'],,,,,,1,0,0,0,0,0
6225,Sydney,,"[""That's So Raven""]",,,,,0,1,0,0,0,0
6226,Amy Szalinski,"['Honey, I Shrunk the Kids', 'Honey, I Blew Up the Kid', 'Honey, We Shrunk Ourselves', 'Shrunk']","['Honey, I Shrunk the Kids: The TV Show']",,,,,4,1,0,0,0,0
6227,Jenny Szalinski,"['Honey, We Shrunk Ourselves']",,,,,,1,0,0,0,0,0
6228,Lawyer Sharky,,,,,,,0,0,0,0,0,0
6229,Shaw,,['Tron: Uprising'],,,,,0,1,0,0,0,0
6230,ShellieMay the Disney Bear,,,,,,"[""Mickey & Duffy's Spring Voyage"", 'My Friend Duffy', 'Fashionable Easter', 'Cape Cod Village Greeting Place', 'Disney FanDaze Inaugural Party', 'Disney Color-Fest: A Street Party!']",0,0,0,6,0,0
6231,Kevin Shepherd,['102 Dalmatians'],,,,,,1,0,0,0,0,0
6232,Luong Lao Shi,,"['American Dragon: Jake Long', 'Lilo & Stitch: The Series']",,,,,0,2,0,0,0,0
6233,Shiver,['The Nutcracker and the Four Realms'],,,,,,1,0,0,0,0,0
6234,Shorty,"['Tangled', 'Tangled: Before Ever After']",['Tangled: The Series'],['Tangled Ever After'],,,['Festival of Fantasy Parade'],2,1,1,1,0,0
6235,Shrew,,['Jungle Cubs'],,,,,0,1,0,0,0,0
6236,Shutterbug,,"['Special Agent Oso', 'Special Agent Oso: Three Healthy Steps']",,,,,0,2,0,0,0,0
6237,Si and Am,"['Lady and the Tramp', ""Lady and the Tramp II: Scamp's Adventure"", ""Mickey's House of Villains"", 'Lady and the Tramp (2019 film)']",['House of Mouse'],,,,"['Fantasmic!', 'Villains Night Out!', 'Wonderful World of Animation']",4,1,0,3,0,0
6238,Simon,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
6239,Singular,,,,,,,0,0,0,0,0,0
6240,Sirenia,,['Lloyd in Space'],,,,,0,1,0,0,0,0
6241,Sirocco,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
6242,Sis,['Robin Hood (film)'],"['Raw Toonage', 'House of Mouse', 'Once Upon a Time in Wonderland']","[""Mickey's Christmas Carol""]",,,,1,3,1,0,0,0
6243,Sitron,"['Frozen', 'Big Hero 6']",,,,,,2,0,0,0,0,0
6244,Skip Documentary,,,,,,"['Adventure Trading Company', 'Skipper Canteen', ""Trader Sam's""]",0,0,0,3,0,0
6245,Speedy the Snail,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
6246,Sprout,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,,1,2,0,0,0,0
6247,Squeakers,,"['Doc McStuffins', 'The Doc Files']",,,,,0,2,0,0,0,0
6248,Stacey,['A Goofy Movie'],,,,,,1,0,0,0,0,0
6249,Stella the Elephant,['The One and Only Ivan'],,,,,,1,0,0,0,0,0
6250,Steve the Llama,,,,,,,0,0,0,0,0,0
6251,General Stilton,['The Cat from Outer Space'],,,,,,1,0,0,0,0,0
6252,Stopgo,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
6253,Mr. Stork,"['Dumbo (1941 film)', 'Dumbo (2019 film)']","['The Mickey Mouse Club', 'Darkwing Duck']",['Lambert the Sheepish Lion'],,,"['Dumbo the Flying Elephant', 'Celebrate A Dream Come True Parade']",2,2,1,2,0,0
6254,Strake,,['Captain Jake and the Never Land Pirates: The Great Never Sea Conquest'],,,,,0,1,0,0,0,0
6255,Dr. Gustav Stumpfel,['The Love Bug (1997 film)'],,,,,,1,0,0,0,0,0
6256,Sugar Plum Fairies,"['Fantasia', 'The Nutcracker and the Four Realms']",['Once Upon a Time'],,,,,2,1,0,0,0,0
6257,Sven,"['Frozen', 'Frozen II', 'Moana (film)']","['Once Upon a Time', 'Frozen: Northern Lights']","['Frozen Fever', ""Olaf's Frozen Adventure"", 'Once Upon a Snowman']",,,"['World of Color', 'Frozen Summer Fun!', 'Disney Dreams!', 'Frozen Ever After', 'Frozen: Live at the Hyperion', 'Once Upon a Time (Tokyo Disneyland)', 'Disney Stars on Parade', 'Frozen Forever']",3,2,3,8,0,0
6258,Tallulah,"[""Teacher's Pet (film)""]","[""Teacher's Pet""]",,,,,1,1,0,0,0,0
6259,Tambry,,['Gravity Falls'],,,,,0,1,0,0,0,0
6260,Sharkanians,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
6261,Showgirl Birds,,,,,,"[""Walt Disney's Enchanted Tiki Room"", 'The Tropical Hideaway']",0,0,0,2,0,0
6262,Shujaa,,['The Lion Guard'],,,,,0,1,0,0,0,0
6263,Phineas Sharp,,['Darkwing Duck'],,,,,0,1,0,0,0,0
6264,Sheldon,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
6265,Sherri,,"[""I Didn't Do It""]",,,,,0,1,0,0,0,0
6266,Silverado Brothers,,"[""Sheriff Callie's Wild West""]",,,,,0,1,0,0,0,0
6267,Neville Sinclair,['The Rocketeer'],,,,,,1,0,0,0,0,0
6268,Siqiniq and Taqqiq,['Brother Bear 2'],,,,,,1,0,0,0,0,0
6269,The Sirens,,['DuckTales'],,,,,0,1,0,0,0,0
6270,Sleepy Keith,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
6271,Dr. Slug,,['Darkwing Duck'],,,,,0,1,0,0,0,0
6272,Slugger,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
6273,Small One,['The Small One'],,,,,,1,0,0,0,0,0
6274,Smokejumpers,['Planes: Fire & Rescue'],,,,,,1,0,0,0,0,0
6275,Norman Snively,['Air Bud'],,,,,,1,0,0,0,0,0
6276,Sockeye Salmon,"['Brother Bear', 'Brother Bear 2']",,,,,,2,0,0,0,0,0
6277,Sonny Eclipse,,,,,,"[""Cosmic Ray's Starlight Cafe""]",0,0,0,1,0,0
6278,Spider,['So Dear to My Heart'],,,,,,1,0,0,0,0,0
6279,Spooky,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,"[""Stitch's Great Escape!""]",1,2,0,1,0,0
6280,Squirt,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
6281,Lord Starchbottom,,['The 7D'],,,,,0,1,0,0,0,0
6282,Stella,['The Princess and the Frog'],,,,,,1,0,0,0,0,0
6283,Stephanie,,['Lab Rats'],,,,,0,1,0,0,0,0
6284,Louis Stevens,['The Even Stevens Movie'],['Even Stevens'],,,,,1,1,0,0,0,0
6285,Ms. Stout,['The Search for Santa Paws'],,,,,,1,0,0,0,0,0
6286,Manfred Strang,,,,,,['Tower of Terror (Tokyo DisneySea)'],0,0,0,1,0,0
6287,Crosby Strickler,"[""Teacher's Pet: The Movie""]","[""Teacher's Pet""]",,,,,1,1,0,0,0,0
6288,Sultan,"['Aladdin (film)', 'The Return of Jafar', 'Aladdin and the King of Thieves', 'Disney Princess Enchanted Tales: Follow Your Dreams', 'Aladdin (2019 film)']","['Aladdin (TV series)', 'House of Mouse', 'Once Upon a Time']",,,,['Aladdin: A Musical Spectacular'],5,3,0,1,0,0
6289,Swala,,['The Lion Guard'],,,,,0,1,0,0,0,0
6290,Swineburne,['Bedknobs and Broomsticks'],,,,,,1,0,0,0,0,0
6291,Tabasco,,['The Proud Family'],,,,,0,1,0,0,0,0
6292,Siege,['Mighty Ducks Movie: The First Face-Off'],['Mighty Ducks (TV series)'],,,,,1,1,0,0,0,0
6293,Siegmund,,['Quack Pack'],,,,,0,1,0,0,0,0
6294,Silvermist,"['Tinker Bell (film)', 'Tinker Bell and the Lost Treasure', 'Tinker Bell and the Great Fairy Rescue', 'The Pixie Hollow Games', 'Secret of the Wings', 'The Pirate Fairy', 'Tinker Bell and the Legend of the NeverBeast']",['Once Upon a Time in Wonderland'],,,,"['Pixie Hollow (attraction)', 'World of Color', 'Paint the Night Parade']",7,1,0,3,0,0
6295,Simon Gimple,['Life Is Ruff'],,,,,,1,0,0,0,0,0
6296,Skippy,['Robin Hood (film)'],"['House of Mouse', 'Mickey Mouse Works', 'The Wonderful World of Mickey Mouse']","[""Mickey's Christmas Carol""]",,,,1,3,1,0,0,0
6297,Sleepy,"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit', 'Flubber', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Teacher's Pet (film)"", 'The Lion King 1½', ""Mickey's House of Villains""]","['Walt Disney anthology series', 'House of Mouse', 'Once Upon a Time', 'The 7D', 'Mickey Mouse (TV series)']","['The Standard Parade', 'Seven Wise Dwarfs', 'All Together', 'The Winged Scourge']",,,"[""Snow White's Scary Adventures"", ""Walt Disney's Parade of Dreams"", 'Mickey Mouse Revue', 'Fantasmic!', 'SpectroMagic', 'Main Street Electrical Parade', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Light Magic', 'Festival of Fantasy Parade', 'Seven Dwarfs Mine Train', 'Parade of the Stars']",7,5,4,12,0,0
6298,Slim,,['Sofia the First'],,,,,0,1,0,0,0,0
6299,Slippery Serpent,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
6300,Slugger,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,,1,2,0,0,0,0
6301,Martin Smarty,,['Kim Possible'],,,,,0,1,0,0,0,0
6302,Smitty,['Dumbo (1941 film)'],,,,,,1,0,0,0,0,0
6303,Smun,,['The Lion Guard'],,,,,0,1,0,0,0,0
6304,Snappy the Hermit Crab,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
6305,Teena Sometimes,,['Kick Buttowski: Suburban Daredevil'],,,,,0,1,0,0,0,0
6306,The Sorcerer,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
6307,Stabbington Brothers,['Tangled'],['Tangled: The Series'],['Tangled Ever After'],,,['World of Color'],1,1,1,1,0,0
6308,Stalyan,,['Tangled: The Series'],,,,,0,1,0,0,0,0
6309,Stanley the Blue,,"['Fluppy Dogs', 'DuckTales (2017 series)']",,,,,0,2,0,0,0,0
6310,Stegosaurus,"['Fantasia', 'Fantasia 2000']","['The Little Mermaid (TV series)', 'Gravity Falls']",,,,['Disneyland Railroad'],2,2,0,1,0,0
6311,Tennessee Steinmetz,"['The Love Bug', 'Herbie Rides Again']",,,,,,2,0,0,0,0,0
6312,StellaLou,,,,,,['Fashionable Easter'],0,0,0,1,0,0
6313,Stephanie,,['The Proud Family'],,,,,0,1,0,0,0,0
6314,Stromboli,"['Pinocchio (film)', 'Geppetto (film)', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Once Upon a Halloween']",['House of Mouse'],,,,"[""Pinocchio's Daring Journey"", 'Cinderella Castle Mystery Tour', ""Mickey's Boo-to-You Halloween Parade"", 'World of Color']",5,1,0,4,0,0
6315,Stumpy,,['Amphibia'],,,,,0,1,0,0,0,0
6316,Su Lin,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
6317,Swati and Nafisa,['Ralph Breaks the Internet'],,,,,,1,0,0,0,0,0
6318,Adyson Sweetwater,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],,,,,1,1,0,0,0,0
6319,Philip Swift,['Pirates of the Caribbean: On Stranger Tides'],,,,,,1,0,0,0,0,0
6320,Dr. Zephyr Skye,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
6321,Princess Sylphy,,,,,,,0,0,0,0,0,0
6322,Sylvia,,"['Wander Over Yonder', 'Future-Worm!']",,,,,0,2,0,0,0,0
6323,Syrinx,,['Hercules (TV series)'],,,,,0,1,0,0,0,0
6324,Mariko Takeda,,,,,,,0,0,0,0,0,0
6325,Sheriff Jefferson,,"[""That's So Raven""]",,,,,0,1,0,0,0,0
6326,Tamara,['Pirates of the Caribbean: On Stranger Tides'],,,,,['World of Color'],1,0,0,1,0,0
6327,Chloe Simon,['102 Dalmatians'],,,,,,1,0,0,0,0,0
6328,Rick Sky,,['TaleSpin'],,,,,0,1,0,0,0,0
6329,Slush,['Secret of the Wings'],,,,,,1,0,0,0,0,0
6330,Princess Smooshy,,['Star vs. the Forces of Evil'],,,,,0,1,0,0,0,0
6331,The Sorceress,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
6332,Sparky,"[""Lady and the Tramp II: Scamp's Adventure""]",,,,,,1,0,0,0,0,0
6333,Spike and Dimitri Robinson,['Meet the Robinsons'],,,,,,1,0,0,0,0,0
6334,Spruce,,['Sofia the First'],,,,,0,1,0,0,0,0
6335,SPRX-77,,['Super Robot Monkey Team Hyperforce Go!'],,,,,0,1,0,0,0,0
6336,Squeeze,,"['Handy Manny', ""Handy Manny's School for Tools"", 'Special Agent Oso']",,,,,0,3,0,0,0,0
6337,Stamen,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
6338,Justin Starr,,['Shake it Up'],,,,,0,1,0,0,0,0
6339,Kira Starr,,['Austin & Ally'],,,,,0,1,0,0,0,0
6340,Stefanie,,['Mighty Med'],,,,,0,1,0,0,0,0
